date,year,international,total_pass,xx
2020-06-17,2020,National,33701,2021-06-17
2020-06-25,2020,National,35623,2021-06-25
2020-06-30,2020,National,36381,2021-06-30
2020-06-24,2020,National,32975,2021-06-24
2020-06-23,2020,National,32632,2021-06-23
2020-06-08,2020,National,31407,2021-06-08
2020-06-11,2020,National,33123,2021-06-11
2020-06-15,2020,National,51429,2021-06-15
2020-06-09,2020,National,26912,2021-06-09
2020-06-22,2020,National,44825,2021-06-22
2020-06-13,2020,National,10723,2021-06-13
2020-06-06,2020,National,15586,2021-06-06
2020-06-19,2020,National,45305,2021-06-19
2020-07-01,2020,International inbound,778,2021-07-01
2020-07-01,2020,National,47159,2021-07-01
2020-06-28,2020,National,31583,2021-06-28
2020-06-26,2020,National,45891,2021-06-26
2020-07-02,2020,National,47781,2021-07-02
2020-07-02,2020,International outbound,520,2021-07-02
2020-07-12,2020,International inbound,817,2021-07-12
2020-07-15,2020,International outbound,1577,2021-07-15
2020-07-20,2020,International inbound,1637,2021-07-20
2020-07-13,2020,International inbound,1617,2021-07-13
2020-07-10,2020,International inbound,2236,2021-07-10
2020-07-20,2020,International outbound,1481,2021-07-20
2020-07-27,2020,International inbound,1592,2021-07-27
2020-07-21,2020,International outbound,1043,2021-07-21
2020-07-28,2020,National,54014,2021-07-28
2020-07-10,2020,International outbound,1797,2021-07-10
2020-07-21,2020,International inbound,970,2021-07-21
2020-07-28,2020,International outbound,1195,2021-07-28
2020-07-26,2020,International inbound,1199,2021-07-26
2020-07-26,2020,International outbound,1147,2021-07-26
2020-07-02,2020,International inbound,1049,2021-07-02
2020-07-03,2020,International inbound,2172,2021-07-03
2020-07-03,2020,International outbound,1370,2021-07-03
2020-07-04,2020,International inbound,1603,2021-07-04
2020-07-04,2020,International outbound,1450,2021-07-04
2020-07-05,2020,International inbound,1357,2021-07-05
2020-07-05,2020,International outbound,981,2021-07-05
2020-07-06,2020,International outbound,1872,2021-07-06
2020-07-06,2020,International inbound,1822,2021-07-06
2020-07-07,2020,International outbound,891,2021-07-07
2020-07-08,2020,International outbound,1556,2021-07-08
2020-07-07,2020,International inbound,1074,2021-07-07
2020-07-09,2020,International inbound,853,2021-07-09
2020-07-08,2020,International inbound,1310,2021-07-08
2020-07-09,2020,International outbound,954,2021-07-09
2020-07-11,2020,International inbound,1617,2021-07-11
2020-07-11,2020,International outbound,1306,2021-07-11
2020-07-12,2020,International outbound,784,2021-07-12
2020-07-13,2020,International outbound,1265,2021-07-13
2020-07-14,2020,International inbound,901,2021-07-14
2020-07-14,2020,International outbound,1009,2021-07-14
2020-07-15,2020,International inbound,1184,2021-07-15
2020-07-16,2020,International inbound,1383,2021-07-16
2020-07-16,2020,International outbound,1513,2021-07-16
2020-07-17,2020,International outbound,1808,2021-07-17
2020-07-17,2020,International inbound,2154,2021-07-17
2020-07-18,2020,International inbound,1335,2021-07-18
2020-07-18,2020,International outbound,1636,2021-07-18
2020-07-19,2020,International inbound,1552,2021-07-19
2020-07-19,2020,International outbound,1119,2021-07-19
2020-07-22,2020,International inbound,1510,2021-07-22
2020-07-22,2020,International outbound,1034,2021-07-22
2020-07-23,2020,International inbound,589,2021-07-23
2020-07-23,2020,International outbound,997,2021-07-23
2020-07-24,2020,International outbound,1866,2021-07-24
2020-07-24,2020,International inbound,1699,2021-07-24
2020-07-25,2020,International outbound,1671,2021-07-25
2020-07-25,2020,International inbound,1636,2021-07-25
2020-07-27,2020,International outbound,1319,2021-07-27
2020-07-28,2020,International inbound,946,2021-07-28
2020-07-30,2020,International inbound,831,2021-07-30
2020-07-31,2020,International inbound,2119,2021-07-31
2020-07-31,2020,International outbound,1480,2021-07-31
2020-07-29,2020,International inbound,1233,2021-07-29
2020-07-29,2020,International outbound,1304,2021-07-29
2020-08-01,2020,International inbound,2143,2021-08-01
2020-08-01,2020,International outbound,2238,2021-08-01
2020-07-30,2020,International outbound,1033,2021-07-30
2020-07-05,2020,National,38226,2021-07-05
2020-07-06,2020,National,58715,2021-07-06
2020-07-12,2020,National,43128,2021-07-12
2020-07-13,2020,National,68093,2021-07-13
2020-07-19,2020,National,49217,2021-07-19
2020-07-20,2020,National,74757,2021-07-20
2020-07-26,2020,National,51482,2021-07-26
2020-07-27,2020,National,73845,2021-07-27
2020-07-03,2020,National,57286,2021-07-03
2020-07-04,2020,National,21365,2021-07-04
2020-07-16,2020,National,56132,2021-07-16
2020-07-15,2020,National,56005,2021-07-15
2020-07-09,2020,National,50152,2021-07-09
2020-07-08,2020,National,45876,2021-07-08
2020-07-11,2020,National,26447,2021-07-11
2020-07-10,2020,National,71077,2021-07-10
2020-07-18,2020,National,31874,2021-07-18
2020-07-17,2020,National,71864,2021-07-17
2020-07-22,2020,National,55541,2021-07-22
2020-07-24,2020,National,76753,2021-07-24
2020-07-29,2020,National,58677,2021-07-29
2020-07-31,2020,National,81596,2021-07-31
2020-07-07,2020,National,40425,2021-07-07
2020-07-14,2020,National,46779,2021-07-14
2020-07-21,2020,National,54984,2021-07-21
2020-07-23,2020,National,58948,2021-07-23
2020-07-25,2020,National,30587,2021-07-25
2020-07-30,2020,National,61911,2021-07-30
2020-08-01,2020,National,35225,2021-08-01
2020-08-03,2020,International inbound,2936,2021-08-03
2020-08-09,2020,International outbound,1816,2021-08-09
2020-08-08,2020,International outbound,2079,2021-08-08
2020-08-05,2020,International inbound,2068,2021-08-05
2020-08-24,2020,International inbound,2107,2021-08-24
2020-08-29,2020,National,49823,2021-08-29
2020-08-22,2020,International inbound,2043,2021-08-22
2020-08-22,2020,International outbound,2491,2021-08-22
2020-08-02,2020,International outbound,1304,2021-08-02
2020-08-02,2020,International inbound,2101,2021-08-02
2020-08-03,2020,International outbound,1938,2021-08-03
2020-08-04,2020,International outbound,1529,2021-08-04
2020-08-09,2020,International inbound,1987,2021-08-09
2020-08-09,2020,National,57376,2021-08-09
2020-08-10,2020,International inbound,2773,2021-08-10
2020-08-11,2020,International outbound,1917,2021-08-11
2020-08-11,2020,International inbound,1149,2021-08-11
2020-08-12,2020,International outbound,1866,2021-08-12
2020-08-12,2020,International inbound,1586,2021-08-12
2020-08-13,2020,International outbound,998,2021-08-13
2020-08-13,2020,International inbound,1360,2021-08-13
2020-08-13,2020,National,74344,2021-08-13
2020-08-15,2020,International outbound,2751,2021-08-15
2020-08-14,2020,International inbound,2092,2021-08-14
2020-08-15,2020,International inbound,2078,2021-08-15
2020-08-16,2020,International outbound,1560,2021-08-16
2020-08-16,2020,International inbound,2123,2021-08-16
2020-08-16,2020,National,66728,2021-08-16
2020-08-17,2020,International inbound,2232,2021-08-17
2020-08-18,2020,International outbound,1570,2021-08-18
2020-08-19,2020,International inbound,1505,2021-08-19
2020-08-20,2020,International outbound,1192,2021-08-20
2020-08-20,2020,International inbound,1573,2021-08-20
2020-08-20,2020,National,81476,2021-08-20
2020-08-21,2020,International inbound,2077,2021-08-21
2020-08-23,2020,International inbound,1711,2021-08-23
2020-08-23,2020,National,63866,2021-08-23
2020-08-23,2020,International outbound,1707,2021-08-23
2020-08-30,2020,International outbound,2106,2021-08-30
2020-08-30,2020,International inbound,2268,2021-08-30
2020-08-30,2020,National,69292,2021-08-30
2020-08-27,2020,International outbound,1379,2021-08-27
2020-08-27,2020,International inbound,1415,2021-08-27
2020-08-27,2020,National,80681,2021-08-27
2020-08-25,2020,International outbound,1455,2021-08-25
2020-08-26,2020,International inbound,1816,2021-08-26
2020-08-29,2020,International outbound,2800,2021-08-29
2020-08-29,2020,International inbound,2345,2021-08-29
2020-08-28,2020,International inbound,1957,2021-08-28
2020-08-03,2020,National,90755,2021-08-03
2020-08-02,2020,National,57982,2021-08-02
2020-08-05,2020,National,70216,2021-08-05
2020-08-05,2020,International outbound,2235,2021-08-05
2020-08-07,2020,National,92767,2021-08-07
2020-08-07,2020,International outbound,2142,2021-08-07
2020-08-26,2020,International outbound,2329,2021-08-26
2020-08-26,2020,National,77042,2021-08-26
2020-08-28,2020,International outbound,1868,2021-08-28
2020-08-28,2020,National,93940,2021-08-28
2020-08-04,2020,International inbound,1598,2021-08-04
2020-08-06,2020,International outbound,1218,2021-08-06
2020-08-06,2020,International inbound,2080,2021-08-06
2020-08-08,2020,International inbound,1955,2021-08-08
2020-08-10,2020,International outbound,1678,2021-08-10
2020-08-14,2020,International outbound,2073,2021-08-14
2020-08-17,2020,International outbound,1894,2021-08-17
2020-08-18,2020,International inbound,1228,2021-08-18
2020-08-19,2020,International outbound,2267,2021-08-19
2020-08-21,2020,International outbound,2103,2021-08-21
2020-08-25,2020,International inbound,1130,2021-08-25
2020-08-31,2020,International outbound,2386,2021-08-31
2020-08-24,2020,International outbound,2170,2021-08-24
2020-08-31,2020,International inbound,2511,2021-08-31
2020-09-01,2020,International outbound,2074,2021-09-01
2020-09-01,2020,International inbound,1677,2021-09-01
2020-08-21,2020,National,91719,2021-08-21
2020-08-25,2020,National,77317,2021-08-25
2020-08-08,2020,National,35930,2021-08-08
2020-08-04,2020,National,67845,2021-08-04
2020-08-22,2020,National,48975,2021-08-22
2020-08-06,2020,National,75158,2021-08-06
2020-08-11,2020,National,67764,2021-08-11
2020-08-10,2020,National,90890,2021-08-10
2020-09-01,2020,National,93253,2021-09-01
2020-08-31,2020,National,96772,2021-08-31
2020-08-24,2020,National,89581,2021-08-24
2020-08-14,2020,National,88698,2021-08-14
2020-08-15,2020,National,46537,2021-08-15
2020-08-19,2020,National,75719,2021-08-19
2020-08-17,2020,National,92138,2021-08-17
2020-08-18,2020,National,74388,2021-08-18
2020-08-12,2020,National,69816,2021-08-12
2020-08-07,2020,International inbound,2142,2021-08-07
2020-09-02,2020,International inbound,2580,2021-09-02
2020-09-07,2020,International outbound,2322,2021-09-07
2020-09-10,2020,International inbound,2222,2021-09-10
2020-09-12,2020,International outbound,2877,2021-09-12
2020-09-11,2020,International inbound,2984,2021-09-11
2020-09-06,2020,International inbound,2748,2021-09-06
2020-09-03,2020,International outbound,1771,2021-09-03
2020-09-03,2020,International inbound,2567,2021-09-03
2020-09-04,2020,International outbound,2690,2021-09-04
2020-09-04,2020,International inbound,2969,2021-09-04
2020-09-05,2020,International outbound,2683,2021-09-05
2020-09-05,2020,International inbound,2350,2021-09-05
2020-09-06,2020,International outbound,3279,2021-09-06
2020-09-07,2020,International inbound,2198,2021-09-07
2020-09-02,2020,National,100817,2021-09-02
2020-09-02,2020,International outbound,2681,2021-09-02
2020-09-04,2020,National,125015,2021-09-04
2020-09-06,2020,National,61277,2021-09-06
2020-09-07,2020,National,117303,2021-09-07
2020-09-08,2020,International outbound,1902,2021-09-08
2020-09-08,2020,International inbound,1590,2021-09-08
2020-09-09,2020,International outbound,2294,2021-09-09
2020-09-09,2020,International inbound,1746,2021-09-09
2020-09-13,2020,International inbound,2632,2021-09-13
2020-09-11,2020,International outbound,2339,2021-09-11
2020-09-14,2020,International outbound,2256,2021-09-14
2020-09-11,2020,National,116037,2021-09-11
2020-09-03,2020,National,111857,2021-09-03
2020-09-14,2020,International inbound,2605,2021-09-14
2020-09-16,2020,International outbound,2935,2021-09-16
2020-09-15,2020,International inbound,1753,2021-09-15
2020-09-16,2020,International inbound,2383,2021-09-16
2020-09-17,2020,International outbound,1844,2021-09-17
2020-09-24,2020,International outbound,2241,2021-09-24
2020-09-24,2020,International inbound,2335,2021-09-24
2020-09-25,2020,International inbound,3121,2021-09-25
2020-09-20,2020,International inbound,2516,2021-09-20
2020-09-26,2020,International outbound,2687,2021-09-26
2020-09-18,2020,International inbound,2735,2021-09-18
2020-09-21,2020,International outbound,2141,2021-09-21
2020-09-27,2020,International inbound,2756,2021-09-27
2020-09-19,2020,International outbound,2538,2021-09-19
2020-09-23,2020,International inbound,2048,2021-09-23
2020-09-18,2020,International outbound,2303,2021-09-18
2020-09-16,2020,National,107742,2021-09-16
2020-09-17,2020,National,109891,2021-09-17
2020-09-17,2020,International inbound,2195,2021-09-17
2020-09-22,2020,International inbound,1785,2021-09-22
2020-09-23,2020,National,108849,2021-09-23
2020-09-22,2020,National,105024,2021-09-22
2020-09-23,2020,International outbound,2148,2021-09-23
2020-09-30,2020,International outbound,2761,2021-09-30
2020-09-25,2020,International outbound,2542,2021-09-25
2020-09-30,2020,International inbound,2312,2021-09-30
2020-09-15,2020,National,110985,2021-09-15
2020-09-26,2020,International inbound,2384,2021-09-26
2020-09-27,2020,National,94562,2021-09-27
2020-09-26,2020,National,71739,2021-09-26
2020-09-27,2020,International outbound,3385,2021-09-27
2020-09-18,2020,National,121120,2021-09-18
2020-09-19,2020,International inbound,2230,2021-09-19
2020-09-19,2020,National,70824,2021-09-19
2020-09-20,2020,National,95185,2021-09-20
2020-09-20,2020,International outbound,2899,2021-09-20
2020-09-21,2020,National,124844,2021-09-21
2020-09-21,2020,International inbound,2276,2021-09-21
2020-09-22,2020,International outbound,1664,2021-09-22
2020-09-24,2020,National,113067,2021-09-24
2020-09-25,2020,National,124546,2021-09-25
2020-09-09,2020,National,111922,2021-09-09
2020-09-28,2020,National,123904,2021-09-28
2020-09-28,2020,International outbound,2088,2021-09-28
2020-09-29,2020,International inbound,2214,2021-09-29
2020-09-30,2020,National,113892,2021-09-30
2020-09-10,2020,National,109039,2021-09-10
2020-09-10,2020,International outbound,1689,2021-09-10
2020-09-12,2020,International inbound,2204,2021-09-12
2020-09-12,2020,National,67707,2021-09-12
2020-09-13,2020,National,87988,2021-09-13
2020-09-14,2020,National,124534,2021-09-14
2020-09-13,2020,International outbound,3240,2021-09-13
2020-09-15,2020,International outbound,2564,2021-09-15
2020-10-01,2020,International outbound,2111,2021-10-01
2020-09-29,2020,International outbound,2031,2021-09-29
2020-09-28,2020,International inbound,2732,2021-09-28
2020-10-01,2020,International inbound,3237,2021-10-01
2020-10-01,2020,National,128246,2021-10-01
2020-09-29,2020,National,108547,2021-09-29
2020-09-05,2020,National,71829,2021-09-05
2020-09-08,2020,National,118700,2021-09-08
2020-10-11,2020,International outbound,3312,2021-10-11
2020-10-17,2020,International inbound,3667,2021-10-17
2020-10-04,2020,International inbound,2975,2021-10-04
2020-10-14,2020,National,151761,2021-10-14
2020-10-25,2020,International outbound,3070,2021-10-25
2020-10-19,2020,National,163934,2021-10-19
2020-10-11,2020,National,77482,2021-10-11
2020-10-10,2020,National,106745,2021-10-10
2020-10-20,2020,National,149008,2021-10-20
